GameNumber,Date,Color,Opponent,Result,Outcome,MyElo,OpponentElo,TimeControl,ECO,Opening,Termination,Site,NumPlies
1196,2024.01.18,White,nanunabu,1-0,Win,372,350,180+2,A45,,KatsMeow23 won by resignation,Chess.com,25
1197,2024.01.18,Black,Wotovich12,1-0,Loss,365,439,180+2,D02,,Wotovich12 won on time,Chess.com,41
1198,2024.01.18,Black,Lino2504,1-0,Loss,358,431,180+2,D02,,Lino2504 won by resignation,Chess.com,30
1199,2024.01.18,White,J6X16,0-1,Loss,350,385,180+2,C00,,J6X16 won by resignation,Chess.com,48
1200,2024.01.18,Black,lllNotGoodAtChesslll,1-0,Loss,342,368,180+2,B20,,lllNotGoodAtChesslll won on time,Chess.com,37
1201,2024.01.18,Black,Kissmewithlovetoday,0-1,Win,351,398,180+2,D02,,KatsMeow23 won by resignation,Chess.com,42
1202,2024.01.19,White,dvxdvxczv,1-0,Win,362,464,180+2,D00,,KatsMeow23 won by checkmate,Chess.com,63
1203,2024.01.19,White,bharathabu,1-0,Win,368,266,180+2,A45,,KatsMeow23 won by resignation,Chess.com,21
1204,2024.01.19,White,SixIsiX,0-1,Loss,358,274,180+2,D02,,SixIsiX won on time,Chess.com,46
1205,2024.01.19,Black,teacherdofelipe,1-0,Loss,350,385,180+2,B20,,teacherdofelipe won by resignation,Chess.com,64
1206,2024.01.19,Black,doddsy442,1-0,Loss,344,424,180+2,B15,,doddsy442 won on time,Chess.com,37
1207,2024.01.19,White,CitesAndSounds,0-1,Loss,336,336,180+2,A45,,CitesAndSounds won - game abandoned,Chess.com,12
1208,2024.01.19,White,ishydee,1-0,Win,344,323,180+2,C40,,KatsMeow23 won by resignation,Chess.com,33
1209,2024.01.19,Black,noodlinear,1-0,Loss,336,340,180+2,B15,,noodlinear won on time,Chess.com,35
1210,2024.01.19,White,ranchorome,0-1,Loss,330,432,180+2,D02,,ranchorome won on time,Chess.com,50
1211,2024.01.19,Black,JordanAmbe,0-1,Win,341,451,180+2,D00,,KatsMeow23 won by checkmate,Chess.com,46
1212,2024.01.19,White,kobraumut26,0-1,Loss,334,385,180+2,D00,,kobraumut26 won on time,Chess.com,46
1213,2024.01.19,Black,ShelderX,0-1,Win,343,374,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,76
1214,2024.01.19,White,jrm678,0-1,Loss,337,448,180+2,D00,,jrm678 won by resignation,Chess.com,32
1215,2024.01.19,Black,roroRoller,0-1,Win,347,406,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,98
1216,2024.01.19,White,PuppaPenPen,1-0,Win,356,369,180+2,D00,,KatsMeow23 won by resignation,Chess.com,9
1217,2024.01.19,Black,mohammedellabody,0-1,Win,365,379,180+2,B23,,KatsMeow23 won by checkmate,Chess.com,56
1218,2024.01.19,White,w33wfatal,1-0,Win,371,276,180+2,D00,,KatsMeow23 won by resignation,Chess.com,25
1219,2024.01.19,Black,cloudyohh,1-0,Loss,364,417,180+2,B15,,cloudyohh won by resignation,Chess.com,40
1220,2024.01.19,White,ahaug1,0-1,Loss,356,365,180+2,D02,,ahaug1 won on time,Chess.com,58
1221,2024.01.20,Black,Ghostnote91,1-0,Loss,349,429,180+2,B30,,Ghostnote91 won on time,Chess.com,75
1222,2024.01.20,Black,kingmeplant,1-0,Loss,342,400,180+2,B13,,kingmeplant won on time,Chess.com,59
1223,2024.01.20,White,a2oisdf,1-0,Win,346,141,180+2,D00,,KatsMeow23 won by checkmate,Chess.com,63
1224,2024.01.14,White,quatreW,1-0,Win,877,186,1/86400,B20,,KatsMeow23 won by checkmate,Chess.com,25
1225,2024.01.20,White,ineedlipbalm,1-0,Win,354,337,180+2,D02,,KatsMeow23 won by resignation,Chess.com,33
1226,2024.01.20,Black,aziiiz10zz,1-0,Loss,346,365,180+2,A40,,aziiiz10zz won on time,Chess.com,45
1227,2024.01.20,White,xxgmschmitzxx,0-1,Loss,337,323,180+2,B20,,xxgmschmitzxx won on time,Chess.com,48
1228,2024.01.20,Black,nunomarques97-inactive,0-1,Win,344,291,180+2,B29,,KatsMeow23 won by resignation,Chess.com,41
1229,2024.01.20,Black,chess_in_Paris,1-0,Loss,336,350,180+2,B23,,chess_in_Paris won on time,Chess.com,51
1230,2024.01.20,Black,erdalssss03,0-1,Win,344,336,180+2,B27,,KatsMeow23 won by checkmate,Chess.com,116
1231,2024.01.20,White,tet_0s,1-0,Win,352,336,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,103
1232,2024.01.20,White,klarlack00,1-0,Win,359,314,180+2,D00,,KatsMeow23 won by resignation,Chess.com,54
1233,2024.01.20,White,harsh3546,1-0,Win,365,278,180+2,B01,,KatsMeow23 won on time,Chess.com,35
1234,2024.01.20,Black,j0llier0ger,1-0,Loss,358,401,180+2,B30,,j0llier0ger won on time,Chess.com,77
1235,2024.01.20,Black,Refinnej3,1-0,Loss,350,345,180+2,B30,,Refinnej3 won on time,Chess.com,47
1236,2024.01.20,White,Locahontas,1-0,Win,357,298,180+2,D02,,KatsMeow23 won by checkmate,Chess.com,83
1237,2024.01.21,White,Cracky74,1-0,Win,367,446,180+2,D02,,KatsMeow23 won by resignation,Chess.com,31
1238,2024.01.21,Black,DreClut,1-0,Loss,360,468,180+2,B27,,DreClut won on time,Chess.com,43
1239,2024.01.21,Black,nocule86chess,1-0,Loss,352,377,180+2,D00,,nocule86chess won on time,Chess.com,43
1240,2024.01.21,Black,martinovicgk,1-0,Loss,345,388,180+2,B21,,martinovicgk won on time,Chess.com,49
1241,2024.01.21,White,CreStLlo,0-1,Loss,338,383,180+2,A40,,CreStLlo won by resignation,Chess.com,32
1242,2024.01.21,White,vladcovaci,1-0,Win,346,326,180+2,B01,,KatsMeow23 won by resignation,Chess.com,23
1243,2024.01.21,White,CDLC510,1-0,Win,354,324,180+2,B01,,KatsMeow23 won by checkmate,Chess.com,49
1244,2024.01.21,Black,jieeeee123131,1-0,Loss,347,383,180+2,A35,,jieeeee123131 won on time,Chess.com,47
1245,2024.01.21,White,suuuudenn,1-0,Win,354,315,180+2,D02,,KatsMeow23 won - game abandoned,Chess.com,14
1246,2024.01.21,Black,adricons111,1-0,Loss,349,479,180+2,D02,,adricons111 won by resignation,Chess.com,37
1247,2024.01.21,White,A-BruBru-Ti,1-0,Win,359,411,180+2,D02,,KatsMeow23 won by resignation,Chess.com,23
1248,2024.01.21,Black,Unreos,0-1,Win,365,237,180+2,B20,,KatsMeow23 won on time,Chess.com,60
1249,2024.01.21,White,ismailbaba63,0-1,Loss,359,440,180+2,B00,,ismailbaba63 won on time,Chess.com,64
1250,2024.01.21,Black,louay911,0-1,Win,368,402,180+2,D02,,KatsMeow23 won by resignation,Chess.com,54
1251,2024.01.21,White,Oldshoppp,0-1,Loss,361,422,180+2,C00,,Oldshoppp won on time,Chess.com,66
1252,2024.01.21,White,JuanGom22,1-0,Win,371,435,180+2,A40,,KatsMeow23 won by checkmate,Chess.com,57
1253,2024.01.21,Black,rafahostin,0-1,Win,379,380,180+2,A43,,KatsMeow23 won on time,Chess.com,86
1254,2024.01.21,Black,RDOGG2222,0-1,Win,389,454,180+2,A02,,KatsMeow23 won on time,Chess.com,58
1255,2024.01.21,White,Leaflblade18,1-0,Win,660,646,600,C50,,KatsMeow23 won by checkmate,Chess.com,113
1256,2024.01.21,Black,s7alex,1-0,Loss,379,321,180+2,D02,,s7alex won on time,Chess.com,53
1257,2024.01.21,White,paneite,0-1,Loss,369,295,180+2,C50,,paneite won by checkmate,Chess.com,18
1258,2024.01.21,White,cowboycash,0-1,Loss,360,334,180+2,B07,,cowboycash won on time,Chess.com,54
1259,2024.01.22,Black,cn4_v2,1-0,Loss,353,393,180+2,B15,,cn4_v2 won by checkmate,Chess.com,43
1260,2024.01.22,Black,Licho92,1-0,Loss,344,305,180+2,B20,,Licho92 won on time,Chess.com,65
1261,2024.01.22,Black,CoachGordonBombay,0-1,Win,353,377,180+2,B12,,KatsMeow23 won by resignation,Chess.com,30
1262,2024.01.22,White,to1400,1-0,Win,360,305,180+2,C20,,KatsMeow23 won by checkmate,Chess.com,43
1263,2024.01.22,White,Dr_Julie,0-1,Loss,352,376,180+2,C57,,Dr_Julie won by checkmate,Chess.com,18
1264,2024.01.22,White,ssar9,1-0,Win,361,390,180+2,B10,,KatsMeow23 won by checkmate,Chess.com,69
1265,2024.01.22,Black,younglearner18,0-1,Win,370,377,180+2,A01,,KatsMeow23 won on time,Chess.com,32
1266,2024.01.22,White,ManasTallGuy,0-1,Loss,363,405,180+2,B06,,ManasTallGuy won on time,Chess.com,44
1267,2024.01.22,Black,StigBruse,1-0,Loss,355,383,180+2,B23,,StigBruse won on time,Chess.com,45
1268,2024.01.22,Black,MARKUS-GRANDA,1-0,Loss,348,384,180+2,D02,,MARKUS-GRANDA won on time,Chess.com,47
1269,2024.01.22,White,batuates13,0-1,Loss,652,680,600,C57,,batuates13 won by resignation,Chess.com,76
1270,2024.01.23,White,pedroRcardoso,0-1,Loss,644,649,600,A40,,pedroRcardoso won by checkmate,Chess.com,64
1271,2024.01.23,Black,davidleish400,1-0,Loss,340,351,180+2,D10,,davidleish400 won on time,Chess.com,55
1272,2024.01.23,Black,Antron_Edition,0-1,Win,345,188,180+2,B20,,KatsMeow23 won on time,Chess.com,70
1273,2024.01.23,Black,NaR1K944858,1-0,Loss,336,318,180+2,B21,,NaR1K944858 won by resignation,Chess.com,19
1274,2024.01.23,White,chelorom,1-0,Win,343,271,180+2,C55,,KatsMeow23 won by resignation,Chess.com,29
1275,2024.01.23,White,eduardo0206,1-0,Win,352,374,180+2,B10,,KatsMeow23 won by checkmate,Chess.com,39
1276,2024.01.23,Black,neo199X,0-1,Win,359,313,180+2,D02,,KatsMeow23 won by resignation,Chess.com,65
1277,2024.01.24,Black,Supergab55,0-1,Win,366,286,180+2,B30,,KatsMeow23 won by resignation,Chess.com,48
1278,2024.01.24,White,NicanorC,0-1,Loss,360,467,180+2,B01,,NicanorC won on time,Chess.com,46
1279,2024.01.24,White,cricameba,1-0,Win,368,352,180+2,C62,,KatsMeow23 won by resignation,Chess.com,25
1280,2024.01.24,Black,ugla500,1-0,Loss,363,507,180+2,B15,,ugla500 won on time,Chess.com,49
1281,2024.01.24,Black,jhoan2104,0-1,Win,370,302,180+2,B20,,KatsMeow23 won - game abandoned,Chess.com,18
1282,2024.01.24,Black,magdy152,1-0,Loss,362,383,180+2,B21,,magdy152 won by resignation,Chess.com,15
1283,2024.01.24,White,wawansenior23,1-0,Win,371,388,180+2,C00,,KatsMeow23 won on time,Chess.com,27
1284,2024.01.24,Black,Brigs71,1-0,Loss,365,497,180+2,B13,,Brigs71 won on time,Chess.com,47
1285,2024.01.24,White,endreuP9,1-0,Win,371,280,180+2,B01,,KatsMeow23 won on time,Chess.com,41
1286,2024.01.24,White,Am-0096,1-0,Win,379,351,180+2,B01,,KatsMeow23 won on time,Chess.com,27
1287,2024.01.24,White,damaylta,1-0,Win,388,402,180+2,B01,,KatsMeow23 won on time,Chess.com,49
1288,2024.01.24,Black,rollymusicnewy,0-1,Win,398,482,180+2,D11,,KatsMeow23 won by resignation,Chess.com,48
1289,2024.01.24,Black,Martin170105,1-0,Loss,393,551,180+2,B34,,Martin170105 won by checkmate,Chess.com,31
1290,2024.01.24,White,AdeAvalancha,0-1,Loss,385,417,180+2,C55,,AdeAvalancha won on time,Chess.com,90
1291,2024.01.24,Black,maseuropeoqueloseuropeos,1-0,Loss,375,305,180+2,A00,,maseuropeoqueloseuropeos won on time,Chess.com,49
1292,2024.01.24,White,drewbermanator,1-0,Win,381,272,300,C41,,KatsMeow23 won by checkmate,Chess.com,37
1293,2024.01.24,Black,Raymond0902,0-1,Win,389,350,300,B34,,KatsMeow23 won on time,Chess.com,86
1294,2024.01.25,Black,cdm2366,0-1,Win,398,412,180+2,B30,,KatsMeow23 won by resignation,Chess.com,16
1295,2024.01.25,White,Carcaria,0-1,Loss,391,433,180+2,B01,,Carcaria won by resignation,Chess.com,34
1296,2024.01.25,White,x3upx,0-1,Loss,383,392,180+2,C40,,x3upx won by checkmate,Chess.com,60
1297,2024.01.25,Black,NazimB56,1-0,Loss,635,614,600,B22,,NazimB56 won on time,Chess.com,75
1298,2024.01.17,White,lap10502300,1-0,Win,887,992,1/259200,A03,,KatsMeow23 won by checkmate,Chess.com,41
1299,2024.01.25,White,WhistlePizza,0-1,Loss,375,404,180+2,B10,,WhistlePizza won by resignation,Chess.com,66
1300,2024.01.25,White,chris29286,0-1,Loss,367,381,180+2,B10,,chris29286 won by resignation,Chess.com,38
1301,2024.01.25,Black,03Taha,1-0,Loss,359,393,180+2,B34,,03Taha won by checkmate,Chess.com,49
1302,2024.01.25,Black,Kutta1585,0-1,Win,365,275,180+2,B20,,KatsMeow23 won by resignation,Chess.com,56
1303,2024.01.25,Black,Raka669917,1-0,Loss,357,385,180+2,B20,,Raka669917 won on time,Chess.com,43
1304,2024.01.25,White,munir90,0-1,Loss,347,278,180+2,C40,,munir90 won by checkmate,Chess.com,36
1305,2024.01.25,White,omar3mc,1-0,Win,357,420,180+2,C50,,KatsMeow23 won by checkmate,Chess.com,31
1306,2024.01.25,White,sodso1,0-1,Loss,351,440,180+2,C41,,sodso1 won on time,Chess.com,70
1307,2024.01.25,White,Mlody_G_obywatel_Meksyku,1-0,Win,359,325,180+2,C50,,KatsMeow23 won by checkmate,Chess.com,87
1308,2024.01.25,Black,KENHY4,1-0,Loss,352,407,180+2,A40,,KENHY4 won on time,Chess.com,85
1309,2024.01.25,White,CamWylie,1-0,Win,359,307,180+2,C57,,KatsMeow23 won by checkmate,Chess.com,23
1310,2024.01.25,Black,Am-0096,1-0,Loss,351,387,180+2,A40,,Am-0096 won on time,Chess.com,33
1311,2024.01.25,Black,matang02,0-1,Win,358,311,180+2,B23,,KatsMeow23 won by resignation,Chess.com,42
1312,2024.01.25,White,peter5531,0-1,Loss,348,260,180+2,C55,,peter5531 won on time,Chess.com,60
1313,2024.01.25,Black,CoolSammyM,0-1,Win,354,269,180+2,A04,,KatsMeow23 won by resignation,Chess.com,38
1314,2024.01.25,Black,luancandido91,0-1,Win,361,314,180+2,B27,,KatsMeow23 won by checkmate,Chess.com,44
1315,2024.01.25,White,Sir-Cordyceps,0-1,Loss,353,353,180+2,C00,,Sir-Cordyceps won on time,Chess.com,44
1316,2024.01.25,Black,JustResignBrata,1-0,Loss,344,340,180+2,D02,,JustResignBrata won on time,Chess.com,53
1317,2024.01.25,White,adriijjjj,0-1,Loss,627,627,600,B00,,adriijjjj won by checkmate,Chess.com,42
1318,2024.01.25,White,lhrz,0-1,Loss,619,632,600,D00,,lhrz won by checkmate,Chess.com,38
1319,2024.01.26,Black,harvey2537,0-1,Win,351,311,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,50
1320,2024.01.26,White,Phimbley,0-1,Loss,346,481,180+2,B10,,Phimbley won by resignation,Chess.com,50
1321,2024.01.26,White,cxalemdar,0-1,Loss,335,218,180+2,C55,,cxalemdar won by resignation,Chess.com,36
1322,2024.01.26,Black,bitcoinnomadic,0-1,Win,344,379,180+2,B12,,KatsMeow23 won by checkmate,Chess.com,50
1323,2024.01.26,Black,pedroloo,1-0,Loss,339,499,180+2,D02,,pedroloo won by checkmate,Chess.com,45
1324,2024.01.26,White,derarig,1-0,Win,346,304,180+2,C50,,KatsMeow23 won by checkmate,Chess.com,13
1325,2024.01.26,Black,Mehdiskinal,0-1,Win,355,394,180+2,D02,,KatsMeow23 won on time,Chess.com,70
1326,2024.01.26,White,spagheddie7,1-0,Win,363,348,180+2,B10,,KatsMeow23 won by checkmate,Chess.com,93
1327,2024.01.26,Black,JohnBingledorf3,0-1,Win,371,351,180+2,B22,,KatsMeow23 won by resignation,Chess.com,52
1328,2024.01.26,Black,skyarex,0-1,Win,379,360,180+2,B30,,KatsMeow23 won by checkmate,Chess.com,26
1329,2024.01.26,White,maloneydyl420,1-0,Win,385,276,180+2,A04,,KatsMeow23 won by resignation,Chess.com,22
1330,2024.01.26,Black,Eddy_117,0-1,Win,393,387,180+2,B20,,KatsMeow23 won by resignation,Chess.com,10
1331,2024.01.26,White,JhnSlw,1-0,Win,402,410,180+2,C50,,KatsMeow23 won by checkmate,Chess.com,129
1332,2024.01.26,White,jus2way,1-0,Win,409,370,180+2,C50,,KatsMeow23 won by checkmate,Chess.com,91
1333,2024.01.26,Black,jota1951,1-0,Loss,401,410,180+2,B30,,jota1951 won on time,Chess.com,79
1334,2024.01.26,White,Tunga007,1-0,Win,406,263,180+2,C50,,KatsMeow23 won by resignation,Chess.com,25
1335,2024.01.26,Black,Sylmar75,0-1,Win,412,314,180+2,B30,,KatsMeow23 won on time,Chess.com,52
1336,2024.01.26,White,idrist94,0-1,Loss,405,453,180+2,C41,,idrist94 won by resignation,Chess.com,44
1337,2024.01.26,Black,dpchess78,1-0,Loss,394,290,180+2,B33,,dpchess78 won on time,Chess.com,41
1338,2024.01.26,White,LePhrogue,0-1,Loss,386,400,180+2,B01,,LePhrogue won by checkmate,Chess.com,42
1339,2024.01.26,White,FaithS65,0-1,Loss,378,401,180+2,C50,,FaithS65 won by checkmate,Chess.com,22
1340,2024.01.26,Black,carlosgnb,0-1,Win,386,390,180+2,B50,,KatsMeow23 won - game abandoned,Chess.com,34
1341,2024.01.26,White,gugahfinger,1-0,Win,394,398,180+2,B01,,KatsMeow23 won by checkmate,Chess.com,61
1342,2024.01.27,Black,kadchuhns,0-1,Win,402,375,180+2,B12,,KatsMeow23 won by resignation,Chess.com,104
1343,2024.01.27,Black,owencamas,0-1,Win,627,631,600,B23,,KatsMeow23 won by checkmate,Chess.com,62
1344,2024.01.27,White,larrymetal1,0-1,Loss,619,646,600,B00,,larrymetal1 won on time,Chess.com,94
1345,2024.01.27,Black,DEBTFREE123,1-0,Loss,610,587,600,D00,,DEBTFREE123 won on time,Chess.com,113
1346,2024.01.27,White,keegenm,1/2-1/2,Draw,402,390,180+2,B10,,Game drawn by repetition,Chess.com,50
1347,2024.01.27,Black,IchKlauBeimKik,1-0,Loss,394,416,180+2,B20,,IchKlauBeimKik won on time,Chess.com,53
1348,2024.01.27,Black,ichoporov,1-0,Loss,386,412,180+2,B21,,ichoporov won on time,Chess.com,57
1349,2024.01.27,White,leetsteak,1-0,Win,393,357,180+2,C42,,KatsMeow23 won by resignation,Chess.com,21
1350,2024.01.27,Black,Yellowmonke44,1-0,Loss,385,411,180+2,B30,,Yellowmonke44 won by checkmate,Chess.com,35
1351,2024.01.27,White,ibrahim89f,1-0,Win,392,328,180+2,C41,,KatsMeow23 won on time,Chess.com,37
1352,2024.01.27,Black,MarteM7,0-1,Win,401,426,180+2,B21,,KatsMeow23 won by checkmate,Chess.com,46
1353,2024.01.27,Black,promattos,1-0,Loss,394,473,180+2,A00,,promattos won by resignation,Chess.com,59
1354,2024.01.27,White,nebmekonnen,1-0,Win,402,370,180+2,C57,,KatsMeow23 won on time,Chess.com,43
1355,2024.01.27,White,Euporia74,1-0,Win,411,442,180+2,B40,,KatsMeow23 won by resignation,Chess.com,13
1356,2024.01.27,White,rileydkk,1-0,Win,421,490,180+2,C00,,KatsMeow23 won by resignation,Chess.com,15
1357,2024.01.27,Black,Ayoub_bnr,1-0,Loss,412,397,180+2,B20,,Ayoub_bnr won on time,Chess.com,95
1358,2024.01.28,White,Dodohalb,1-0,Win,619,647,600,B00,,KatsMeow23 won by resignation,Chess.com,33
1359,2024.01.28,Black,lostfromlighttt,1-0,Loss,611,616,600,A00,,lostfromlighttt won by checkmate,Chess.com,79
1360,2024.01.28,White,Schumi_89,0-1,Loss,404,425,180+2,C50,,Schumi_89 won on time,Chess.com,54
1361,2024.01.28,Black,Gustavoplayhard,0-1,Win,619,582,600,B30,,KatsMeow23 won by checkmate,Chess.com,38
1362,2024.01.28,Black,tisi1204,0-1,Win,411,350,180+2,A43,,KatsMeow23 won on time,Chess.com,66
1363,2024.01.28,White,MalikAdegbite,1-0,Win,627,609,600,B01,,KatsMeow23 won by resignation,Chess.com,103
1364,2024.01.28,White,ef10es,0-1,Loss,619,638,600,C57,,ef10es won by checkmate,Chess.com,98
1365,2024.01.28,Black,bryannov1,1-0,Loss,611,624,600,B23,,bryannov1 won on time,Chess.com,111
1366,2024.01.29,Black,free_electron_101,0-1,Win,619,582,600,A00,,KatsMeow23 won by checkmate,Chess.com,44
1367,2024.01.29,White,myselfniraj,1-0,Win,627,600,600,C00,,KatsMeow23 won by checkmate,Chess.com,61
1368,2024.01.29,White,Totenkopf17,0-1,Loss,618,608,600,B01,,Totenkopf17 won by checkmate,Chess.com,54
1369,2024.01.29,Black,captainchesman,0-1,Win,421,482,180+2,B23,,KatsMeow23 won by checkmate,Chess.com,40
1370,2024.01.29,White,sangeorgej5,1-0,Win,430,468,180+2,C53,,KatsMeow23 won by checkmate,Chess.com,35
1371,2024.01.24,Black,geovanngutierrez,0-1,Win,887,479,1/259200,A40,,KatsMeow23 won on time,Chess.com,2
1372,2024.01.29,Black,football12353,1-0,Loss,423,460,180+2,B30,,football12353 won on time,Chess.com,43
1373,2024.01.29,Black,bdheidi,1-0,Loss,416,496,180+2,B20,,bdheidi won by resignation,Chess.com,43
1374,2024.01.29,White,vlurifax,1/2-1/2,Draw,416,399,180+2,A04,,Game drawn by insufficient material,Chess.com,132
1375,2024.01.29,White,igamer13,0-1,Loss,407,399,180+2,C50,,igamer13 won by checkmate,Chess.com,114
1376,2024.01.29,Black,Baisemand,1-0,Loss,399,399,180+2,D02,,Baisemand won on time,Chess.com,113
1377,2024.01.29,White,Baisemand,0-1,Loss,391,407,180+2,C40,,Baisemand won on time,Chess.com,58
1378,2024.01.29,Black,radmehr0000,1-0,Loss,384,432,180+2,B21,,radmehr0000 won on time,Chess.com,49
1379,2024.01.29,White,marvizusd,0-1,Loss,375,353,180+2,C41,,marvizusd won on time,Chess.com,76
1380,2024.01.29,Black,Spouleck,0-1,Win,384,393,180+2,B20,,KatsMeow23 won by resignation,Chess.com,14
1381,2024.01.29,White,TwitLTHumbz,0-1,Loss,373,245,180+2,C41,,TwitLTHumbz won on time,Chess.com,64
1382,2024.01.29,Black,WhitEyes42,1-0,Loss,365,390,180+2,B21,,WhitEyes42 won on time,Chess.com,47
1383,2023.12.22,Black,SmokeDC,1-0,Loss,882,1014,1/604800,B10,,SmokeDC won by checkmate,Chess.com,99
1384,2024.01.29,Black,Ly1103,1-0,Loss,357,389,180+2,D02,,Ly1103 won on time,Chess.com,45
1385,2024.01.29,White,P-Alfredo95,1-0,Win,363,259,180+2,C50,,KatsMeow23 won on time,Chess.com,57
1386,2024.01.29,White,bladeecity222,0-1,Loss,356,418,180+2,B30,,bladeecity222 won on time,Chess.com,70
1387,2024.01.29,Black,MR_OFFlCER,1-0,Loss,347,323,180+2,A40,,MR_OFFlCER won on time,Chess.com,47
1388,2024.01.29,White,Lohtot,0-1,Loss,340,396,180+2,C57,,Lohtot won on time,Chess.com,40
1389,2024.01.29,White,efeuluc3,1-0,Win,348,345,180+2,C50,,KatsMeow23 won - game abandoned,Chess.com,23
1390,2024.01.30,Black,williampim,0-1,Win,355,313,180+2,D02,,KatsMeow23 won on time,Chess.com,26
1391,2024.01.30,Black,SmokingJons,0-1,Win,363,332,180+2,B30,,KatsMeow23 won on time,Chess.com,36
1392,2024.01.30,Black,csimms2013,1-0,Loss,355,385,180+2,D02,,csimms2013 won by checkmate,Chess.com,21
1393,2024.01.30,White,TheJimik,0-1,Loss,348,404,180+2,C42,,TheJimik won on time,Chess.com,54
1394,2024.01.30,Black,TheJimik,1-0,Loss,341,411,180+2,D00,,TheJimik won on time,Chess.com,87
1395,2024.01.30,White,DiorTaint,0-1,Loss,336,460,180+2,B07,,DiorTaint won on time,Chess.com,54
1396,2024.01.30,White,owencolganfitness,1-0,Win,626,603,600,B10,,KatsMeow23 won by checkmate,Chess.com,23
1397,2024.01.30,Black,beedeeguan,1/2-1/2,Draw,627,648,600,B15,,Game drawn by stalemate,Chess.com,88
1398,2024.01.30,White,MarcosLezcano175,0-1,Loss,328,355,180+2,C50,,MarcosLezcano175 won by checkmate,Chess.com,138
1399,2024.01.30,White,DiogoGrandmaister,1-0,Win,336,326,180+2,B02,,KatsMeow23 won by checkmate,Chess.com,33
1400,2024.01.30,Black,Luis4135,0-1,Win,345,375,180+2,D10,,KatsMeow23 won by checkmate,Chess.com,46
1401,2024.01.30,White,x-0892744421,0-1,Loss,339,438,180+2,C50,,x-0892744421 won by checkmate,Chess.com,56
1402,2024.01.30,Black,sardorubaydullaev,1-0,Loss,332,369,180+2,B30,,sardorubaydullaev won on time,Chess.com,59
1403,2024.01.30,Black,wrongbenson,0-1,Win,342,407,180+2,B23,,KatsMeow23 won on time,Chess.com,62
1404,2024.01.30,Black,one_piece32,0-1,Win,350,341,180+2,A02,,KatsMeow23 won on time,Chess.com,36
1405,2024.01.30,White,R0bertK,1-0,Win,356,264,180+2,C50,,KatsMeow23 won by resignation,Chess.com,19
1406,2024.01.30,Black,gostosonas,1-0,Loss,349,401,180+2,B30,,gostosonas won by resignation,Chess.com,41
1407,2024.01.30,Black,chasly57,1-0,Loss,339,291,180+2,B23,,chasly57 won on time,Chess.com,59
1408,2024.01.30,White,RobiNn_chess_god,1-0,Win,347,328,180+2,C50,,KatsMeow23 won by checkmate,Chess.com,13
1409,2024.01.30,White,karthi1596,0-1,Loss,341,433,180+2,C42,,karthi1596 won by checkmate,Chess.com,26
1410,2024.01.30,White,zibouleto,0-1,Loss,332,304,180+2,C00,,zibouleto won by checkmate,Chess.com,40
